wavelength_nm,n,k
821.0000,2.092256,0.000000
822.0000,2.092129,0.000000
823.0000,2.092002,0.000000
824.0000,2.091876,0.000000
825.0000,2.091750,0.000000
826.0000,2.091625,0.000000
827.0000,2.091500,0.000000
828.0000,2.091376,0.000000
829.0000,2.091253,0.000000
830.0000,2.091129,0.000000
831.0000,2.091007,0.000000
832.0000,2.090884,0.000000
833.0000,2.090763,0.000000
834.0000,2.090642,0.000000
835.0000,2.090521,0.000000
836.0000,2.090401,0.000000
837.0000,2.090281,0.000000
838.0000,2.090162,0.000000
839.0000,2.090043,0.000000
840.0000,2.089925,0.000000
841.0000,2.089807,0.000000
842.0000,2.089689,0.000000
843.0000,2.089572,0.000000
844.0000,2.089456,0.000000
845.0000,2.089340,0.000000
846.0000,2.089224,0.000000
847.0000,2.089109,0.000000
848.0000,2.088995,0.000000
849.0000,2.088880,0.000000
850.0000,2.088766,0.000000
851.0000,2.088653,0.000000
852.0000,2.088540,0.000000
853.0000,2.088428,0.000000
854.0000,2.088316,0.000000
855.0000,2.088204,0.000000
856.0000,2.088093,0.000000
857.0000,2.087982,0.000000
858.0000,2.087872,0.000000
859.0000,2.087762,0.000000
860.0000,2.087653,0.000000
861.0000,2.087544,0.000000
862.0000,2.087435,0.000000
863.0000,2.087327,0.000000
864.0000,2.087219,0.000000
865.0000,2.087112,0.000000
866.0000,2.087005,0.000000
867.0000,2.086898,0.000000
868.0000,2.086792,0.000000
869.0000,2.086686,0.000000
870.0000,2.086581,0.000000
871.0000,2.086476,0.000000
872.0000,2.086371,0.000000
873.0000,2.086267,0.000000
874.0000,2.086163,0.000000
875.0000,2.086060,0.000000
876.0000,2.085957,0.000000
877.0000,2.085854,0.000000
878.0000,2.085752,0.000000
879.0000,2.085650,0.000000
880.0000,2.085549,0.000000
881.0000,2.085448,0.000000
882.0000,2.085347,0.000000
883.0000,2.085247,0.000000
884.0000,2.085147,0.000000
885.0000,2.085047,0.000000
886.0000,2.084948,0.000000
887.0000,2.084849,0.000000
888.0000,2.084751,0.000000
889.0000,2.084653,0.000000
890.0000,2.084555,0.000000
891.0000,2.084457,0.000000
892.0000,2.084360,0.000000
893.0000,2.084264,0.000000
894.0000,2.084167,0.000000
895.0000,2.084071,0.000000
896.0000,2.083976,0.000000
897.0000,2.083880,0.000000
898.0000,2.083786,0.000000
899.0000,2.083691,0.000000
900.0000,2.083597,0.000000
901.0000,2.083503,0.000000
902.0000,2.083409,0.000000
903.0000,2.083316,0.000000
904.0000,2.083223,0.000000
905.0000,2.083131,0.000000
906.0000,2.083038,0.000000
907.0000,2.082947,0.000000
908.0000,2.082855,0.000000
909.0000,2.082764,0.000000
910.0000,2.082673,0.000000
911.0000,2.082582,0.000000
912.0000,2.082492,0.000000
913.0000,2.082402,0.000000
914.0000,2.082313,0.000000
915.0000,2.082223,0.000000
916.0000,2.082134,0.000000
917.0000,2.082046,0.000000
918.0000,2.081957,0.000000
919.0000,2.081869,0.000000
920.0000,2.081782,0.000000
921.0000,2.081694,0.000000
922.0000,2.081607,0.000000
923.0000,2.081520,0.000000
924.0000,2.081434,0.000000
925.0000,2.081348,0.000000
926.0000,2.081262,0.000000
927.0000,2.081176,0.000000
928.0000,2.081091,0.000000
929.0000,2.081006,0.000000
930.0000,2.080921,0.000000
931.0000,2.080837,0.000000
932.0000,2.080753,0.000000
933.0000,2.080669,0.000000
934.0000,2.080585,0.000000
935.0000,2.080502,0.000000
936.0000,2.080420,0.000000
937.0000,2.080337,0.000000
938.0000,2.080255,0.000000
939.0000,2.080172,0.000000
940.0000,2.080091,0.000000
941.0000,2.080009,0.000000
942.0000,2.079928,0.000000
943.0000,2.079847,0.000000
944.0000,2.079766,0.000000
945.0000,2.079686,0.000000
946.0000,2.079606,0.000000
947.0000,2.079526,0.000000
948.0000,2.079447,0.000000
949.0000,2.079367,0.000000
950.0000,2.079288,0.000000
951.0000,2.079210,0.000000
952.0000,2.079131,0.000000
953.0000,2.079053,0.000000
954.0000,2.078975,0.000000
955.0000,2.078897,0.000000
956.0000,2.078820,0.000000
957.0000,2.078743,0.000000
958.0000,2.078666,0.000000
959.0000,2.078589,0.000000
960.0000,2.078513,0.000000
961.0000,2.078437,0.000000
962.0000,2.078361,0.000000
963.0000,2.078285,0.000000
964.0000,2.078210,0.000000
965.0000,2.078135,0.000000
966.0000,2.078060,0.000000
967.0000,2.077985,0.000000
968.0000,2.077911,0.000000
969.0000,2.077837,0.000000
970.0000,2.077763,0.000000
971.0000,2.077689,0.000000
972.0000,2.077616,0.000000
973.0000,2.077543,0.000000
974.0000,2.077470,0.000000
975.0000,2.077397,0.000000
976.0000,2.077325,0.000000
977.0000,2.077253,0.000000
978.0000,2.077181,0.000000
979.0000,2.077109,0.000000
980.0000,2.077038,0.000000
981.0000,2.076967,0.000000
982.0000,2.076895,0.000000
983.0000,2.076825,0.000000
984.0000,2.076754,0.000000
985.0000,2.076684,0.000000
986.0000,2.076614,0.000000
987.0000,2.076544,0.000000
988.0000,2.076474,0.000000
989.0000,2.076405,0.000000
990.0000,2.076336,0.000000
991.0000,2.076267,0.000000
992.0000,2.076198,0.000000
993.0000,2.076130,0.000000
994.0000,2.076061,0.000000
995.0000,2.075994,0.000000
996.0000,2.075926,0.000000
997.0000,2.075858,0.000000
998.0000,2.075791,0.000000
999.0000,2.075724,0.000000
1000.0000,2.075657,0.000000
1002.5000,2.075490,0.000000
1005.0000,2.075325,0.000000
1007.5000,2.075161,0.000000
1010.0000,2.074999,0.000000
1012.5000,2.074838,0.000000
1015.0000,2.074678,0.000000
1017.5000,2.074519,0.000000
1020.0000,2.074362,0.000000
1022.5000,2.074206,0.000000
1025.0000,2.074051,0.000000
1027.5000,2.073897,0.000000
1030.0000,2.073744,0.000000
1032.5000,2.073593,0.000000
1035.0000,2.073443,0.000000
1037.5000,2.073294,0.000000
1040.0000,2.073146,0.000000
1042.5000,2.072999,0.000000
1045.0000,2.072853,0.000000
1047.5000,2.072709,0.000000
1050.0000,2.072565,0.000000
1052.5000,2.072423,0.000000
1055.0000,2.072282,0.000000
1057.5000,2.072141,0.000000
